id,description
2429,"Title: Sideboard. Date: 1977-1983. Maker: Wendell Castle. Classification: Furniture. Medium: Narra wood, amaranth, ebony, and painted wood."
2456,"Title: Sentinel Scale. Date: 1930-1940. Designer: Harold L. van Doren. Classification: Furnishing. Medium: Plastic, metal."
2461,Title: Vase. Date: 1975. Maker: Dominick Labino. Classification: Vessel. Medium: Glass.
2462,Title: Vase. Date: 1971. Maker: Dominick Labino. Classification: Vessel. Medium: Glass.
2464,Title: Vase. Date: 1968. Maker: Dominick Labino. Classification: Vessel. Medium: Glass.
2465,Title: Vase. Date: 1969. Maker: Dominick Labino. Classification: Vessel. Medium: Glass.
2466,Title: Vase. Date: 1968. Maker: Dominick Labino. Classification: Vessel. Medium: Glass.
2467,Title: Vase. Date: 1976. Maker: Kent Ipsen. Classification: Vessel. Medium: Glass.
2468,Title: Tile. Date: 1882-1888. Manufacturer: International Tile Company. Classification: Tiles. Medium: Earthenware.
2469,Title: Tile. Date: 1882-1888. Manufacturer: International Tile Company. Classification: Tiles. Medium: Earthenware.
2470,Title: Tile. Date: 1882-1888. Manufacturer: International Tile Company. Classification: Tiles. Medium: Unglazed earthenware.
2471,Title: Tile. Date: 1882-1888. Manufacturer: International Tile Company. Classification: Tiles. Medium: Earthenware.
2472,Title: Tile. Date: 1882-1888. Manufacturer: International Tile Company. Classification: Tiles. Medium: Earthenware.
2473,Title: Tile. Date: 1882-1888. Manufacturer: International Tile Company. Classification: Tiles. Medium: Earthenware.
2478,"Title: Water Kettle. Date: ca. 1940. Designer: John Gordon Rideout. Classification: Food/Drink. Medium: Magnalite metal, wood."
2486,Title: Cann. Date: ca. 1770. Maker: Myer Myers. Classification: Vessel. Medium: Silver.
2489,Title: Juneau Pepper Mill. Date: 1996. Designer: Karim Rashid. Classification: Food/Drink. Medium: Stainless steel.
2490,Title: Tuscany Pepper Mill. Date: 1996. Designer: Karim Rashid. Classification: Food/Drink. Medium: Stainless steel.
2491,"Title: Tower Clock. Date: 1996. Designer: Karim Rashid. Classification: Time, Calendar. Medium: Polished metal alloy."
2508,"Title: Multi-purpose Container, ""Garbino"". Date: Copyright 1997. Designer: Karim Rashid. Classification: Container. Medium: Injection-molded polypropylene."
2509,"Title: Multi-purpose Container, ""Garbo"". Date: Copyright 1996. Designer: Karim Rashid. Classification: Container. Medium: Injection-molded polypropylene."
2524,Title: Jar. Date: ca. 1840. Maker: Wallabout Pottery. Classification: Ceramic. Medium: Stoneware.
2528,"Title: Clock, Model 4708. Date: ca. 1933. Designer: Gilbert Rohde. Classification: Time, Calendar. Medium: Glass, nickel-plated metal."
2529,"Title: Clock, Model 4706. Date: ca. 1933. Designer: Gilbert Rohde. Classification: Time, Calendar. Medium: Painted and chrome-plated metal, glass."
2536,"Title: Clock, Model 6332. Date: ca. 1933. Designer: Gilbert Rohde. Classification: Time, Calendar. Medium: Wood, metal, glass."
2537,"Title: Clock. Date: ca. 1933. Designer: Gilbert Rohde. Classification: Time, Calendar. Medium: Wood, metal."
2540,"Title: Clock. Date: ca. 1935. Manufacturer: Howard Miller Clock Co.. Classification: Time, Calendar. Medium: Metal, wood and glass."
2544,Title: Footed Bowl. Date: ca. 1955. Designer: Alphonse La Paglia. Classification: Food/Drink. Medium: Silver.
2545,Title: Bowl. Date: ca. 1960. Maker: Glen Lukens. Classification: Vessel. Medium: Slumped glass.
2549,Title: Bon Bon Dish. Date: ca. 1910. Maker: William B. Kerr & Company. Classification: Food/Drink. Medium: Silver.
2557,"Title: Tazza, Modernist Pattern. Date: ca. 1928. Maker: Reed & Barton. Classification: Vessel. Medium: Silver."
2562,"Title: Cube, Vessel. Date: Manufactured 1999. Designer: Karim Rashid. Classification: Container. Medium: Plastic."
2565,"Title: Soul, Vessel. Date: Manufactured 1999. Designer: Karim Rashid. Classification: Container. Medium: Plastic."
2566,"Title: Infinity, Vessel. Date: Manufactured 1999. Designer: Karim Rashid. Classification: Container. Medium: Plastic."
2567,"Title: Sectional, Vessel. Date: Manufactured 1999. Designer: Karim Rashid. Classification: Container. Medium: Plastic."
2579,Title: Bowl. Date: mid-20th century. Manufacturer: Reed & Barton. Classification: Food/Drink. Medium: Silverplate.
2583,"Title: Plato Wall Sconce. Date: Designed 1998. Designer: Harry Allen. Classification: Light. Medium: Metal, glass, electrical components."
2623,Title: Piper at the Gates of Dawn. Date: ca. 1916. Artist: Mahonri M. Young. Classification: Sculpture. Medium: Bronze.
2627,Title: Tazza. Date: ca. 1955. Manufacturer: Gorham Manufacturing Company. Classification: Vessel. Medium: Silverplate.
2628,Title: Vase. Date: ca. 1955. Manufacturer: Gorham Manufacturing Company. Classification: Vessel. Medium: Silverplate.
2629,Title: Covered Dish. Date: ca. 1955. Manufacturer: Gorham Manufacturing Company. Classification: Food/Drink. Medium: Silverplate.
2630,"Title: Self Portrait (The Pine Knot Portrait). Date: 1822; cast 1971. Artist: William Rush. Classification: Sculpture. Medium: Bronze, stone base
."
2637,Title: Ashtray. Date: ca. 1955. Designer: Michael Higgins. Classification: Furnishing. Medium: Glass.
2638,Title: Bowl. Date: ca. 1955. Designer: Michael Higgins. Classification: Furnishing. Medium: Glass.
2639,Title: Bowl. Date: ca. 1955. Designer: Michael Higgins. Classification: Furnishing. Medium: Glass.
2644,"Title: Beverage Server and Spoon, Modern Pattern. Date: ca. 1959. Designer: Donald H. Colflesh. Classification: Food/Drink. Medium: Silverplate, plastic."
2645,"Title: Coffee Pot, from Three Piece Coffee Service, Heirloom Line. Date: ca. 1955. Manufacturer: Niagra Falls Silver Co., a Division of Oneida Silversmiths. Classification: Food/Drink. Medium: Silverplate, wood."
2646,"Title: Creamer, from Three Piece Coffee Service, Heirloom Line. Date: ca. 1955. Manufacturer: Niagra Falls Silver Co., a Division of Oneida Silversmiths. Classification: Food/Drink. Medium: Silverplate, wood."
2647,"Title: Sugar Bowl and Lid, from Three Piece Coffee Service, Heirloom Line. Date: ca. 1955. Manufacturer: Niagra Falls Silver Co., a Division of Oneida Silversmiths. Classification: Food/Drink. Medium: Silverplate, wood."
2648,"Title: The Awakening. Date: Designed 1914; Cast August 3, 1916. Artist: Helen Farnsworth Mears. Classification: Sculpture. Medium: Bronze."
2653,"Title: Drinking Glass, One of a Set of Four. Date: 2002. Designer: Sol LeWitt. Classification: Food/Drink. Medium: Glass."
2655,Title: Mate Cup on Saucer. Date: late 19th century. Classification: Food/Drink. Medium: Silver.
2663,"Title: Candle Holder, One of Pair. Date: ca. 1930. Designer: James Amster. Classification: Fire/Heat. Medium: Chromed metal, glass."
2664,"Title: ""Spinning Whistle"" Tea Kettle with Lid. Date: Designed 2002. Designer: Michael Graves. Classification: Food/Drink. Medium: Stainless steel, plastic."
2665,"Title: ""Pop Art"" Toaster. Date: Designed 1999. Designer: Michael Graves. Classification: Food/Drink. Medium: ABS plastic, santoprene, metal."
2671,Title: The Call from Beyond. Date: n.d.. Artist: Emil Fuchs. Classification: Sculpture. Medium: Bronze with stone base.
2672,Title: Great Dane. Date: 1893. Artist: Emil Fuchs. Classification: Sculpture. Medium: Bronze.
2678,Title: Age of Innocence. Date: 1913. Artist: Emil Fuchs. Classification: Sculpture. Medium: Bronze on marble base.
2685,"Title: The Dancer. Date: ca. 1912. Artist: Emil Fuchs. Classification: Sculpture. Medium: Bronze, marble."
2686,Title: Arabesque. Date: 1922. Artist: Emil Fuchs. Classification: Sculpture. Medium: Bronze.
2689,"Title: Plate, ""Conversation/Music"" Pattern. Date: ca. 1954. Designer: Lucha. Classification: Ceramic. Medium: Porcelain."
2690,"Title: Plate, ""Conversation/Antenna"" Pattern. Date: ca. 1954. Designer: Lucha. Classification: Ceramic. Medium: Porcelain."
2693,Title: Creamer. Date: 1943-1950. Manufacturer: Merle F. Faber. Classification: Food/Drink. Medium: Silverplate.
2694,Title: Sugar Bowl with Lid. Date: 1943-early 1950s. Designer: Merle F. Faber. Classification: Food/Drink. Medium: Silverplate.
2695,"Title: Centerpiece with Candle Holder, Bateau Pattern. Date: ca. 1960. Manufacturer: Gorham Manufacturing Company. Classification: Furnishing. Medium: Silverplate."
2696,"Title: Compote. Date: ca. 1960. Manufacturer: F. B. Rogers Silver Co.. Classification: Food/Drink. Medium: Silverplate, enamel."
2700,"Title: CD Player, ""Model MG9218/17"". Date: Designed 1999; Manufactured 2000-2001. Designer: Michael Graves. Classification: Media. Medium: ABS plastic, metal."
3011,"Title: Ten-Pointed Star Tile. Date: mid-15th century. Classification: Tiles. Medium: Ceramic; fritware, painted in cobalt blue, turquoise, and opaque white glazes with manganese purple in the cuerda seca (dry-cord) technique, with leaf gilding."
3460,Title: Dish in Form of Bound Ibex. Date: ca. 1539-1292 B.C.E.. Classification: Accessory. Medium: Steatite.
3497,Title: Lion Head from a Ritual Vessel. Date: 525-404 B.C.E.. Classification: Sculpture. Medium: Faience.
3796,Title: Female Torso. Date: 9th-10th century C.E.. Classification: Sculpture. Medium: Sandstone.
4001,"Title: Lion Head from a Chair or Throne. Date: 525-404 B.C.E.. Classification: Furniture. Medium: Wood, glass."
4002,Title: Squat Alabastron. Date: ca. 1479-1425 B.C.E.. Classification: Vessel. Medium: Egyptian alabaster (calcite).
4078,Title: Comb Surmounted by Four Knobs. Date: ca. 1539-1292 B.C.E.. Classification: Accessory. Medium: Wood.
4097,"Title: ""Boat"" Earring. Date: ca. 1539-1075 B.C.E.. Classification: Jewelry. Medium: Gold."
4098,"Title: ""Boat"" Earring. Date: ca. 1539-1075 B.C.E.. Classification: Jewelry. Medium: Electrum."
4105,Title: Wadj-Scepter. Date: ca. 664-305 B.C.E.. Classification: Accessory. Medium: Faience.
4132,Title: The God Osiris. Date: 525-30 B.C.E.. Classification: Ornament. Medium: Glass.
4135,Title: Sphinx with Falcon-Headed Vessel. Date: 525-30 B.C.E.. Classification: Accessory. Medium: Glass.
4380,Title: The Bar at the Folies-Bergère (Le Bar aux Folies-Bergère). Date: 1878. Artist: Jean-Louis Forain. Classification: Watercolor. Medium: Opaque watercolor with graphite underdrawing on paper.
4739,Title: The Young Woman of Albano (L'Albanaise). Date: 1872. Artist: Jean-Baptiste-Camille Corot. Classification: Painting. Medium: Oil on canvas.
4944,Title: The Musician (Le Musicien). Date: ca. 1912-1914. Artist: Marc Chagall. Classification: Painting. Medium: Oil on canvas.
5007,"Title: Brooklyn Bridge Centennial Medal. Date: 1983. Artist: Unknown. Classification: Medals. Medium: Metal, cloth, cardboard, plexiglass."
5079,Title: Vase. Date: late 19th century. Designer: Frederick Carder. Classification: Vessel. Medium: Opalescent glass.
5095,"Title: Child's Side Chair, Model 426-2. Date: Designed 1950-52; Manufactured 1953. Designer: Harry Bertoia. Classification: Furniture. Medium: Rubber-coated metal, metal, vinyl."
5995,Title: Spatula. Date: late 19th-early 20th century. Culture: Ainu. Classification: Food/Drink. Medium: Wood.
6016,Title: Long Light Prayer Stick. Date: late 19th - early 20th century. Culture: Ainu. Classification: Ceremonial. Medium: Wood.
6276,Title: Attush-pera (weft beater). Date: late 19th - early 20th century. Culture: Ainu. Classification: Tool. Medium: Wood.
6776,Title: Danaid (Danaïde). Date: probably 1903. Artist: Auguste Rodin. Classification: Sculpture. Medium: Marble.
8562,Title: Iridescent Moonlight. Date: n.d.. Artist: Julius Olsson. Classification: Painting. Medium: Oil on canvas.
9846,"Title: Small Figure of Kneeling, Aged Man as Amulet. Date: 30 B.C.E.-395 C.E.. Classification: Accessory. Medium: Faience."
11668,"Title: Mourning Miniature for ""JB"". Date: ca. 1797. Artist: Unknown. Classification: Portrait, Miniatures. Medium: Watercolor on ivory mounted in wood frame with glass lens."
11669,Title: Profile of a Man. Date: ca. 1835. Artist: William James Hubard. Classification: Work on Paper. Medium: Painted paper cut-out mounted to wove paper in papier-mâché frame with brass hanger.
12544,"Title: Landscape with Two Figures, Herd of Sheep, and a Cow. Date: n.d.. Artist: Charles-Émile Jacque. Classification: Drawing. Medium: Charcoal and white chalk on laid paper."
12623,Title: Portrait of M. Paul Sescau (Portrait de M. Paul Sescau). Date: 1891. Artist: Henri de Toulouse-Lautrec. Classification: Painting. Medium: Oil and gouache on cardboard.
13197,"Title: Portrait of a Young Girl. Date: ca. 1860. Artist: Unknown. Classification: Portrait, Miniatures. Medium: Watercolor on ivory."
13198,"Title: Portrait of Woman Threading a Needle. Date: mid-19th century. Artist: Unknown. Classification: Portrait, Miniatures. Medium: Watercolor on ivory portrait in gilt wood frame."
15879,"Title: Fourmile Polychrome Bowl. Date: 1350-1400 C.E.. Culture: Ancient Pueblo. Classification: Vessel. Medium: Ceramic, slip."
20384,Title: Pomegranates. Date: 1908. Artist: John Singer Sargent. Classification: Watercolor. Medium: Opaque and translucent watercolor with graphite underdrawing.
20853,"Title: Jar with Handles. Date: ca. 3500-3300 B.C.E.. Classification: Vessel. Medium: Terracotta, pigment."
21332,Title: Comma or Kidney Shaped Bead (Magatama). Date: 400 B.C.E. - 600 C.E.. Classification: Jewelry. Medium: Stone.
21465,Title: The Roman Epic. Date: 1909. Artist: Charles Augustus Heber. Classification: Architectural Element. Medium: Indiana limestone.
26294,Title: [Untitled] (Portrait of Standing Boy). Date: n.d.. Artist: Unknown. Classification: Photograph. Medium: Daguerreotype.
31501,"Title: Margaret. Date: before 1931. Artist: Mabel R. Welch. Classification: Portrait, Miniatures. Medium: Watercolor on card portrait in wood frame under glass."
45584,Title: Fragment of a Wall Painting. Date: 4th-5th century. Classification: Painting. Medium: Mineral pigments on clay.
48794,"Title: 1939 World's Fair Commemorative Plate - Marine Transportation Building. Date: None. Maker: Spode. Medium: Porcelain, glaze."
54068,Title: Willows and White Poplars (Saules et peupliers blancs). Date: 1865-1872. Artist: Jean-Baptiste-Camille Corot. Classification: Drawing. Medium: Charcoal on wove paper.
55044,Title: Tile. Date: 1895. Maker: Providential Tile Works. Classification: Tiles. Medium: Earthenware.
59361,"Title: Table. Date: ca. 1880. Manufacturer: Unknown. Classification: Furniture. Medium: Ebonized chery, marble."
60379,"Title: Cabinet. Date: ca.1855. Culture: American. Classification: Furniture. Medium: Rosewood, mirrored glass, marble."
73318,Title: [Untitled] (Portrait of a Woman). Date: ca. 1860. Culture: American. Classification: Photograph. Medium: Daguerreotype.
91717,"Title: Miniature Drop-Leaf Table, Empire Style. Date: ca. 1845. Culture: American. Classification: Furniture. Medium: Mahogany (eastern white pine secondary)."
92531,"Title: Portrait of Mrs. Amorette Frazer. Date: 1937. Artist: Alexandrina Robertson Harris. Classification: Portrait, Miniatures. Medium: Watercolor on ivory portrait in metal liner in wood frame under glass."
93139,Title: Tomb Cover with Verses from the Qur'an. Date: 17th century. Classification: Textile. Medium: Silk.
93892,"Title: Mary Jane Walker and Joseph Walker, Parents of Donors. Date: n.d.. Artist: Unknown. Classification: Photograph. Medium: Tintype."
98601,Title: Square Tile. Date: ca. 1928. Maker: American Encaustic Tile Company Ltd.. Classification: Tiles. Medium: Earthenware.
100152,Title: Portrait of an Emir. Date: 1855. Classification: Painting. Medium: Oil on canvas.
100860,Title: Pitcher. Date: 12th-13th century. Classification: Vessel. Medium: Bronze.
101815,Title: Apollo (April 1975). Date: 1975. Artist: Robert Natkin. Classification: Painting. Medium: Acrylic on canvas.
103574,Title: Kundika (Buddhist Ritual Water Sprinkler) Vessel. Date: 16th century. Classification: Vessel. Medium: Bronze.
104784,Title: Kumara-Skanda. Date: 5th century. Classification: Sculpture. Medium: Terracotta relief plaque.
107585,Title: Torso of Dionysus. Date: 2nd-3rd century C.E.. Culture: Roman. Classification: Sculpture. Medium: Basalt.
107730,Title: Standing Shiva with His Mount Nandi. Date: 5th century. Classification: Sculpture. Medium: Metasiltstone.
112150,"Title: Quiver. Date: 19th century. Classification: Arms and Armor. Medium: Brass, bamboo and wood."
112732,Title: Frame with Portrait Engraving of Man in Profile Facing Right. Date: ca. 1908. Maker: Reed & Barton. Medium: Silver-plate.
115340,Title: Jain Narrative Relief Panel. Date: mid 2nd century B.C.E.-1st century C.E.. Classification: Sculpture. Medium: Sandstone.
115545,Title: Dinner Fork. Date: ca. 1875. Maker: 1847 Rogers Brothers. Classification: Food/Drink. Medium: Silver-plate.
116746,"Title: Candlestick, One of Pair. Date: ca. 1910. Maker: Pairpoint Manufacturing Company. Classification: Fire/Heat. Medium: Silver-plate."
116747,"Title: Candlestick, One of Pair. Date: ca. 1910. Maker: Pairpoint Manufacturing Company. Classification: Fire/Heat. Medium: Silver-plate."
119962,"Title: Portrait of a Young Lady. Date: n.d.. Artist: Charles Edward Wagstaff. Classification: Portrait, Miniatures. Medium: Watercolor on ivory portrait in metal locket under glass lens."
122215,Title: Goddess Sri. Date: 10th century. Culture: Cham. Classification: Sculpture. Medium: Grey sandstone.
124789,Title: Pin. Date: 1100-1400. Culture: Chimú. Classification: Ornament. Medium: Silver.
124793,Title: Pin. Date: 1100-1400. Culture: Chimú. Classification: Ornament. Medium: Silver.
125971,"Title: Candlestick with Arabic Inscriptions in Thuluth, Naskh, and Kufic Scripts. Date: first half of the 14th century. Classification: Vessel. Medium: Copper alloy, punched, engraved, and inlaid with silver."
126589,Title: Figure of a Frog. Date: ca. 3000-2675 B.C.E.. Classification: Sculpture. Medium: Faience.
127535,Title: Mirror. Date: 5th-6th century. Classification: Accessory. Medium: Bronze.
127536,Title: Mirror. Date: 8th century. Classification: Accessory. Medium: Bronze.
127538,Title: Mirror. Date: 13th-14th century. Classification: Accessory. Medium: Bronze.
147172,"Title: Butter Knife, Brilliant Pattern. Date: ca. 1885. Designer: W.C. Beattie. Classification: Food/Drink. Medium: Silverplate."
147705,Title: String of Beads. Date: Beads 5th century; pendant 3rd century. Classification: Jewelry. Medium: Glass and rock crystal.
154350,Title: Silver-Gilt Rosewater Sprinkler. Date: early 17th century. Classification: Vessel. Medium: Silver.
155231,Title: Bead. Date: 5th-4th century B.C.E.. Classification: Jewelry. Medium: Earthenware with polychrome decoration.
155232,Title: Bead. Date: 5th-4th century B.C.E.. Classification: Jewelry. Medium: Earthenware with polychrome decoration.
155472,Title: Waiter or Tray. Date: ca. 1848-1852. Maker: John C. Moore. Classification: Food/Drink. Medium: Silver.
157597,Title: Bahram Gur and Azadeh. Date: mid 18th century. Classification: Painting. Medium: Oil on canvas.
160362,Title: Architectural Panel. Date: 17th century. Classification: Sculpture. Medium: Red Sandstone.
166999,Title: Cup. Date: first half of the 13th century. Classification: Ceramic. Medium: Stoneware inlaid with black and white slip and celadon glaze.
167039,"Title: Fragment of a Bottle. Date: last half of 15th century. Classification: Ceramic. Medium: Buncheong ware, stoneware with underglaze white slip and iron painting."
167056,"Title: Rice Cake Mold. Date: 19th century. Classification: Ceramic. Medium: Porcelain, glaze."
169393,"Title: Plate, Eva. Date: ca. 1954. Designer: Piero Fornasetti. Classification: Ceramic. Medium: Glazed earthenware."
179127,"Title: ""Patina"" Necklace. Date: ca. 1959. Maker: Art Smith. Classification: Jewelry. Medium: Patinated silver alloy."
185963,Title: Mariner's Bowl. Date: 1935. Designer: Sidney Biehler Waugh. Classification: Vessel. Medium: Glass.
188146,"Title: Standard Side Chair. Date: designed and made 2009. Manufacturer: Uhuru Design. Classification: Furniture. Medium: Steel, beech, aluminum, oil-based enamel paint."
194360,"Title: Pair of ""Satellite"" Jumping Shoes. Date: Patented June 18, 1968. Designer: George Pierce. Classification: Clothing. Medium: Metal, textile, rubber."
197252,Title: Free Women of Color with Their Children and Servants in a Landscape. Date: ca. 1770-1796. Artist: Agostino Brunias. Classification: Painting. Medium: Oil on canvas.
207854,Title: Dans un Café à Paris (Leigh Whipper). Date: 1939. Artist: Loïs Mailou Jones. Classification: Painting. Medium: Oil on canvas.
210593,Title: Vessel on Pedestal. Date: 57 B.C.E.-935 C.E.. Classification: Ceramic. Medium: Grey stoneware.
210697,Title: Empress Akweke. Date: 1975. Artist: Dindga McCannon. Classification: Painting. Medium: Acrylic on canvas.
212132,"Title: Color Cone Tree, Stacking Toy. Date: designed 1938. Designer: Jarvis W. Rockwell. Classification: Recreation, Toys, Games. Medium: Wood, pigment."
222983,"Title: Liberation of Aunt Jemima: Cocktail. Date: 1973. Artist: Betye Saar. Classification: Sculpture. Medium: Glass, paper, textile, metal."
224945,Title: Talatat. Date: ca. 1359-1352 B.C.E.. Classification: Sculpture. Medium: Limestone.
59,Title: Vase. Date: ca. 1900. Maker: Tiffany Studios. Classification: Vessel. Medium: Opalescent glass.
65,"Title: Autumn Scene, Asheville, North Carolina. Date: ca. 1892. Artist: Alexander Helwig Wyant. Classification: Painting. Medium: Oil on canvas."
106,Title: Landscape: The Sleeper. Date: 1901. Artist: Robert Loftin Newman. Classification: Painting. Medium: Oil on canvas.
116,Title: Study for a Self-Portrait. Date: ca. 1848. Artist: Sanford Robinson Gifford. Classification: Painting. Medium: Oil on canvas.
127,Title: Salt. Date: late 17th or early 18th century. Classification: Food/Drink. Medium: Pewter.
156,"Title: Bust of Samuel P. Avery, Jr. 1847-1920. Date: None. Artist: Victor David Brenner. Classification: Sculpture. Medium: Bronze."
314,Title: Lamp. Date: 19th century. Culture: American. Classification: Fire/Heat. Medium: Pewter.
333,Title: Pail with Handle. Date: 19th century. Maker: Unknown. Classification: Container. Medium: Pewter.
337,"Title: Lamp. Date: ca. 1850. Maker: Unknown. Classification: Fire/Heat. Medium: Pewter, glass, metal."
361,Title: Senegalese Soldier. Date: 1928. Artist: Malvina Hoffman. Classification: Sculpture. Medium: Black stone.
367,Title: In Spring Sunshine. Date: ca. 1920. Artist: Charles  Harold Davis. Classification: Painting. Medium: Oil on canvas.
376,Title: Portrait of Sarah Baker Hester. Date: 1905. Artist: William Ordway Partridge. Classification: Sculpture. Medium: Marble.
377,Title: Portrait of Alfred Lord Tennyson. Date: 1899. Artist: William Ordway Partridge. Classification: Sculpture. Medium: Plaster.
382,Title: Ted Wagner. Date: ca. 1925. Artist: Emile Robert Zettler. Classification: Sculpture. Medium: Mahogany.
437,Title: In the Adirondacks. Date: ca. 1890. Artist: Robert Crannell Minor. Classification: Painting. Medium: Oil on canvas.
441,Title: Cow and Dog. Date: n.d.. Artist: James McDougal Hart. Classification: Painting. Medium: Oil on canvas.
448,Title: Dancing Nymph. Date: 1881. Artist: Olin Levi Warner. Classification: Sculpture. Medium: Marble.
453,Title: Pitcher. Date: ca. 1865. Maker: Charles Cartlidge & Co.. Classification: Ceramic. Medium: Porcelain.
456,Title: The Archer. Date: 1933. Artist: Vuk Vuchinich. Classification: Sculpture. Medium: Bronze.
487,Title: The Republican Court (Lady Washington's Reception Day). Date: 1861. Artist: Daniel Huntington. Classification: Painting. Medium: Oil on canvas.
502,"Title: Our Lady of Sorrows (Nuestra Señora de los Dolores). Date: ca. 1821-1835. Artist: José Rafael Aragón. Classification: Painting. Medium: Pine, gesso, water-based paints."
503,"Title: Plate (George Washington, James Garfield, & Abraham Lincoln). Date: 1881. Classification: Commemorative. Medium: Glass."
505,Title: Tray (James Blaine & John Logan). Date: ca. 1884. Classification: Commemorative. Medium: Glass.
508,Title: Plate (Grover Cleveland). Date: 1884-1889. Classification: Commemorative. Medium: Glass.
513,Title: Platter (George Washington). Date: ca. 1876. Classification: Commemorative. Medium: Glass.
515,Title: Plate (Ulysses S. Grant). Date: 1885. Classification: Commemorative. Medium: Glass.
517,Title: Plate (James Garfield). Date: ca. 1881. Classification: Commemorative. Medium: Glass.
519,Title: Plate (James Garfield). Date: ca. 1881. Classification: Commemorative. Medium: Glass.
521,Title: Plate (James Garfield). Date: ca. 1881. Classification: Commemorative. Medium: Glass.
522,Title: Plate (William McKinley). Date: ca. 1896. Classification: Commemorative. Medium: Glass.
524,Title: Mug with Lid (William McKinley). Date: ca. 1896. Classification: Commemorative. Medium: Glass.
527,Title: Plate or Saucer (Fitzhugh Lee). Date: ca. 1898. Classification: Commemorative. Medium: Glass.
531,Title: Goblet (Ulysses S. Grant & Henry Wilson). Date: ca. 1877. Classification: Commemorative. Medium: Glass.
532,Title: Plate (George Dewey). Date: ca. 1899. Classification: Commemorative. Medium: Glass.
533,Title: Plate (Henry Ward Beecher). Date: ca. 1887. Classification: Commemorative. Medium: Glass.
536,Title: Toothpick Holder (Amerigo Vespucci & Christopher Columbus). Date: ca. 1892. Classification: Commemorative. Medium: Glass.
538,"Title: Compote, ""Goddess of Liberty"" pattern. Date: ca. 1850. Maker: Challinor, Taylor & Co.. Classification: Commemorative. Medium: Glass."
539,Title: Plate (Pope Leo XIII). Date: ca. 1893. Classification: Commemorative. Medium: Glass.
540,Title: Plate (Sir Moses Montefiore). Date: ca. 1885. Classification: Commemorative. Medium: Glass.
541,Title: Plate (Kaiser Wilhelm I). Date: ca. 1888. Classification: Commemorative. Medium: Glass.
542,Title: Plate (Christopher Columbus). Date: ca. 1892. Classification: Commemorative. Medium: Glass.
543,Title: Plate (Christopher Columbus). Date: ca. 1892. Classification: Commemorative. Medium: Glass.
545,Title: Platter (Niagara Falls). Date: ca. 1898. Culture: American. Classification: Commemorative. Medium: Glass.
546,Title: Platter (Alaskan scene). Date: 1867. Maker: Crystal Glass Company. Classification: Commemorative. Medium: Glass.
547,Title: Pitcher (Alaskan scene). Date: 1867. Maker: Crystal Glass Company. Classification: Commemorative. Medium: Glass.
549,Title: Goblet (Alaskan scene). Date: 1867. Maker: Crystal Glass Company. Classification: Commemorative. Medium: Glass.
553,Title: Bread Plate (Centennial). Date: 1876. Culture: American. Classification: Commemorative. Medium: Glass.
561,"Title: Bowl and Lid, ""Jumbo"" pattern. Date: 1882. Maker: Canton Glass Company. Classification: Vessel. Medium: Glass."
563,Title: Sugar Bowl and Cover. Date: 1858. Culture: American. Classification: Commemorative. Medium: Glass.
567,Title: Butter Dish and Lid. Date: ca. 1898. Culture: American. Classification: Commemorative. Medium: Glass.
568,Title: Butter Dish and Lid. Date: 1892. Culture: American. Classification: Commemorative. Medium: Glass.
570,Title: Plate (Leonardo DaVinci's Last Supper). Date: late 19th century. Culture: American. Classification: Commemorative. Medium: Glass.
571,Title: Platter (McCormack Reaper). Date: 1831. Culture: American. Classification: Commemorative. Medium: Glass.
572,Title: Plate (Railroad Crossing scene). Date: late 19th century. Culture: American. Classification: Commemorative. Medium: Glass.
579,"Title: Paperweight, Gay Head Lighthouse. Date: late 19th century. Culture: American. Classification: Commemorative. Medium: Glass, colored sand."
588,"Title: Covered Dish, Battleship with Uncle Sam. Date: 1880. Culture: American. Classification: Commemorative. Medium: Glass."
597,Title: Plate (Native American Chief). Date: late 19th century. Culture: American. Classification: Commemorative. Medium: Glass.
601,"Title: Bottle, Figure of Theodore Roosevelt. Date: 1909. Culture: American. Classification: Commemorative. Medium: Glass."
602,"Title: Bottle, Figure of Napoleon Bonaparte. Date: late 19th century. Culture: American. Classification: Commemorative. Medium: Glass."
605,"Title: Bottle, Figure of Carrie Nation. Date: late 19th century. Culture: American. Classification: Commemorative. Medium: Glass."
612,Title: Poets Pitcher. Date: 1876. Manufacturer: Union Porcelain Works. Classification: Ceramic. Medium: Porcelain.
637,"Title: Figure,  Statue of Liberty. Date: late 19th century. Culture: American. Classification: Commemorative. Medium: Glass."
638,"Title: Paperweight,  Washington Monument. Date: ca. 1885. Culture: American. Classification: Commemorative. Medium: Glass."
641,Title: La Roche-Guyon. Date: 1891. Artist: Theodore Robinson. Classification: Painting. Medium: Oil on panel.
720,Title: Miniature Pitcher. Date: 1848-1856. Designer: Josiah Jones. Classification: Ceramic. Medium: Porcelain.
724,Title: Holder. Date: 1849-1856. Designer: Josiah Jones. Classification: Ceramic. Medium: Unglazed porcelain.
726,Title: Pair of Knife Rests. Date: 1848-1856. Manufacturer: Charles Cartlidge & Co.. Classification: Ceramic. Medium: Porcelain.
727,Title: Jar. Date: ca. 1860. Culture: American. Classification: Ceramic. Medium: Stoneware.
740,Title: Doorstop. Date: late 19th century. Culture: American. Classification: Ceramic. Medium: Stoneware.
